id,category,subcategory,rule_text,date_updated,fee_amounts_jpy,links,audience,ai_can_answer,requires_fee_disclaimer,needs_review,review_reason
R150,GENERAL RULES,Replacement and Change plan Rule,"Device Lost Fee, Replacement Fee and Rental Fee guide",,,,customer,True,False,False,
R151,ID Acceptance,,Category | Rule | Notes | Updated,,,,customer,True,False,False,
R152,ID Acceptance,,1.0 | Maximum lines per ID | Maximum 4 active lines per ID regardless of order timing or seller.,,,,customer,True,False,False,
R153,ID Acceptance,,"2.0 | Maximum lines per ID | If our database already shows 4 Active/In Use , Call SIM lines under the same name and date of birth additional applications must be rejected. | Verification is based on name and date of birth.",2026-03-16,,,customer,True,False,False,
R154,ID Acceptance,,3.0 | Maximum lines per ID | Wi-Fi and Data SIMs are not counted as line. | ID is not required,2026-03-16,,,customer,True,False,False,
R155,ID Acceptance,,4.0 | Maximum lines per ID | If a customer cancels a line or the line becomes inactive they may apply for a new line using the same ID. | The limit applies only to active lines (maximum 4 active lines).,,,,customer,True,False,False,
R156,ID Acceptance,,5.0 | ID expiry date | Applications must not be approved if the ID will expire within 1 month.,,,,customer,True,False,False,
R157,ID Acceptance,,6.0 | Renewed ID | A renewed ID cannot be used to register additional new lines if the customer already reached the limit. | Even if previous lines were registered using an old ID.,,,,customer,True,False,False,
R158,ID Acceptance,,7.0 | SIM replacement | Replacement requests must use the same ID as the original registration.,,,,customer,True,False,False,
R159,ID Acceptance,,"8.0 | SIM replacement | EXCEPTION : If the customer updates their name or address information, and the delivery address matches the new ID, it is acceptable. | The ID must match the new contract name and the maximum 4 active lines rule still applies.",2026-03-16,,,customer,True,False,False,
R160,ID Acceptance,,9.0 | Shipping address verification | Both front and back sides of the ID must be checked carefully.,,,,customer,True,False,False,
R161,ID Acceptance,,10.0 | Shipping address verification | The address update date on the back side must be newer than the front residence card issued date.,2026-03-16,,,customer,True,False,False,
R162,ID Acceptance,,11.0 | SurveySparrow Submission Rule | Submit one Order Number per request. Multiple orders must be submitted separately.,2026-03-16,,,internal,False,False,True,auto-tagged internal (staff-ops keyword) - confirm
R163,Replacement_Plan change Product,,DATA PLAN | NEW ORDER | REPLACEMENT ORDER,,,,customer,True,False,False,
R164,Replacement_Plan change Product,,SHIPPING CODE ( COD WITHOUT GIFT ) | SHIPPING CODE ( COD WITH GIFT ) | SHIPPING CODE *① same plan or ② change plan | SHIPPING CODE *Device only [same plan or change plan],,,,customer,True,False,False,
R165,Replacement_Plan change Product,,"PLAN C/nA -RM Data Plan - 7GB (4G+5G) | PLAN C/nA-Mar01,RM-7GB w/oGIFT | PLAN C/nA-Mar01,RM-7GB w/GIFT | ① RM-7GB Replacement ② RM-7GB Repl–Change Plan",,,,customer,True,False,False,
R166,Replacement_Plan change Product,,"PLAN C/nB -RM Data Plan - 7GB (4G+5G) | PLAN C/nB-Mar01,RM-7GB w/oGIFT | PLAN C/nB-Mar01,RM-7GB w/GIFT | ⚠️Note for the Shipping Team⚠️ Please note that the seller will also input ""Change Plan"" in the shipping code for orders that require a plan change. e.g: ①SB-10GB Repl–Change Plan ②SB-10GB- SIM+WIFI SET Repl–Change Plan",,,,customer,True,False,False,
R167,Replacement_Plan change Product,,"PLAN C/nC -RM Data Plan - 7GB (4G+5G) | PLAN C/nC-Mar01,RM-7GB w/oGIFT | PLAN C/nC-Mar01,RM-7GB w/GIFT",,,,customer,True,False,False,
R168,Replacement_Plan change Product,,"PLAN C/nA - S Data Plan - 10GB Sim | PLAN C/nA-Nov26, S-10GB w/oGIFT | PLAN C/nA-Nov26, S-10GB w/GIFT | ① SB-10GB Replacement ② SB-10GB Repl–Change Plan",,,,customer,True,False,False,
R169,Replacement_Plan change Product,,"PLAN C/nB - S Data Plan - 10GB Sim | PLAN C/nB-Nov26, S-10GB w/oGIFT | PLAN C/nB-Nov26, S-10GB w/GIFT",,,,customer,True,False,False,
R170,Replacement_Plan change Product,,"PLAN C/nC - S Data Plan - 10GB Sim | PLAN C/nC-Nov26, S-10GB w/oGIFT | PLAN C/nC-Nov26, S-10GB w/GIFT",,,,customer,True,False,False,
R171,Replacement_Plan change Product,,"PLAN C/nA - D Data Plan - 10GB Sim (Carry+) | PLAN C/nA-S01,10GB CARRY+ w/oGIFT | PLAN C/nA-S01,10GB CARRY+ w/GIFT | ① 10GB CARRY+ Replacement ② 10GB CARRY+ Repl–Change Plan",,,,customer,True,False,False,
R172,Replacement_Plan change Product,,"PLAN C/nB - D Data Plan - 10GB Sim (Carry+) | PLAN C/nB-S01,10GB CARRY+ w/oGIFT | PLAN C/nB-S01,10GB CARRY+ w/GIFT",,,,customer,True,False,False,
R173,Replacement_Plan change Product,,"PLAN C/nC - D Data Plan - 10GB Sim (Carry+) | PLAN C/nC-S01,10GB CARRY+ w/oGIFT | PLAN C/nC-S01,10GB CARRY+ w/GIFT",,,,customer,True,False,False,
R174,Replacement_Plan change Product,,"PLAN C/nA - D Data Plan - 30GB Sim (Carry+) | PLAN C/nA-S01,30GB CARRY+ w/oGIFT | PLAN C/nA-S01,30GB CARRY+ w/GIFT | ① 30GB CARRY+ Replacement ② 30GB CARRY+ Repl–Change Plan",,,,customer,True,False,False,
R175,Replacement_Plan change Product,,"PLAN C/nB - D Data Plan - 30GB Sim (Carry+) | PLAN C/nB-S01,30GB CARRY+ w/oGIFT | PLAN C/nB-S01,30GB CARRY+ w/GIFT",,,,customer,True,False,False,
R176,Replacement_Plan change Product,,"PLAN C/nC - D Data Plan - 30GB Sim (Carry+) | PLAN C/nC-S01,30GB CARRY+ w/oGIFT | PLAN C/nC-S01,30GB CARRY+ w/GIFT",,,,customer,True,False,False,
R177,Replacement_Plan change Product,,"PLAN C/nA -RM Data Plan - 30GB (4G+5G) | PLAN C/nA-Mar01,RM-30GB(5G)w/oGIFT | PLAN C/nA-Mar01,RM-30GB(5G)w/GIFT | ① RM-30GB(5G) Replacement ② RM-30GB(5G) Repl–Change Plan",,,,customer,True,False,False,
R178,Replacement_Plan change Product,,"PLAN C/nB -RM Data Plan - 30GB (4G+5G) | PLAN C/nB-Mar01,RM-30GB(5G)w/oGIFT | PLAN C/nB-Mar01,RM-30GB(5G)w/GIFT",,,,customer,True,False,False,
R179,Replacement_Plan change Product,,"PLAN C/nC -RM Data Plan - 30GB (4G+5G) | PLAN C/nC-Mar01,RM-30GB(5G)w/oGIFT | PLAN C/nC-Mar01,RM-30GB(5G)w/GIFT",,,,customer,True,False,False,
R180,Replacement_Plan change Product,,"PLAN C/nA - S Data Plan - 50GB Sim | PLAN C/nA-Mar01, S-50GB w/oGIFT | PLAN C/nA-Mar01, S-50GB w/GIFT | ① SB-50GB Replacement ② SB-50GB Repl–Change Plan",,,,customer,True,False,False,
R181,Replacement_Plan change Product,,"PLAN C/nB - S Data Plan - 50GB Sim | PLAN C/nB-Mar01, S-50GB w/oGIFT | PLAN C/nB-Mar01, S-50GB w/GIFT",,,,customer,True,False,False,
R182,Replacement_Plan change Product,,"PLAN C/nC - S Data Plan - 50GB Sim | PLAN C/nC-Mar01, S-50GB w/oGIFT | PLAN C/nC-Mar01, S-50GB w/GIFT",,,,customer,True,False,False,
R183,Replacement_Plan change Product,,"PLAN C/nA - S Data Plan - 100GB Sim | PLAN C/nA-Mar01, S-100GB w/oGIFT | PLAN C/nA-Mar01, S-100GB w/GIFT | ① SB-100GB Replacement ② SB-100GB Repl–Change Plan",,,,customer,True,False,False,
R184,Replacement_Plan change Product,,"PLAN C/nB - S Data Plan - 100GB Sim | PLAN C/nB-Mar01, S-100GB w/oGIFT | PLAN C/nB-Mar01, S-100GB w/GIFT",,,,customer,True,False,False,
R185,Replacement_Plan change Product,,"PLAN C/nC - S Data Plan - 100GB Sim | PLAN C/nC-Mar01, S-100GB w/oGIFT | PLAN C/nC-Mar01, S-100GB w/GIFT",,,,customer,True,False,False,
R186,Replacement_Plan change Product,,"PLAN C/nA - S Data Plan – 10GB WiFi | Wifi + PLAN C/nA-Nov26, S-10GB w/oGIFT | Wifi + PLAN C/nA-Nov26, S-10GB w/GIFT | ① SB-10GB- SIM+WIFI SET Replacement ② SB-10GB- SIM+WIFI SET Repl–Change Plan | 🔸SB-10GBWifi- W04 Device only Replacement 🔸SB-10GBWifi- W05 Device only Replacement 🔸SB-10GBWifi- W06 Device only Replacement 🔸SB-10GBWifi- WX04 Device only Replacement 🔸SB-10GBWifi- JT101 Device only Replacement 🔸SB-10GBWifi- 304HW Device only Replacement 🔸SB-10GBWifi- 301HW Device only Replacement 🔸SB-10GBWifi- GL10P Device only Replacement 🔸SB-10GBWifi- FS020W Device only Replacement 🔸SB-10GBWifi- 506HW Device only Replacement | 🔸SB-10GBWifi- W04 Device only Repl-Change plan 🔸SB-10GBWifi- W05 Device only Repl-Change plan 🔸SB-10GBWifi- W06 Device only Repl-Change plan 🔸SB-10GBWifi- WX04 Device only Repl-Change plan 🔸SB-10GBWifi- JT101 Device only Repl-Change plan 🔸SB-10GBWifi- 304HW Device only Repl-Change plan 🔸SB-10GBWifi- 301HW Device only Repl-Change plan 🔸SB-10GBWifi- GL10P Device only Repl-Change plan 🔸SB-10GBWifi- FS020W Device only Repl-Change plan 🔸SB-10GBWifi- 506HW Device only Repl-Change plan",,,,customer,True,False,False,
R187,Replacement_Plan change Product,,"PLAN C/nB - S Data Plan – 10GB WiFi | Wifi + PLAN C/nB-Nov26, S-10GB w/oGIFT | Wifi + PLAN C/nB-Nov26, S-10GB w/GIFT",,,,customer,True,False,False,
R188,Replacement_Plan change Product,,"PLAN C/nC - S Data Plan – 10GB WiFi | Wifi + PLAN C/nC-Nov26, S-10GB w/oGIFT | Wifi + PLAN C/nC-Nov26, S-10GB w/GIFT",,,,customer,True,False,False,
R189,Replacement_Plan change Product,,"PLAN C/nA - S Data Plan – 50GB WiFi | Wifi + PLAN C/nA-Mar01, S-50GB w/oGIFT | Wifi + PLAN C/nA-Mar01, S-50GB w/GIFT | ①SB-50GB- SIM+WIFI SET Replacement ②SB-50GB- SIM+WIFI SET Repl–Change Plan | 🔸SB-50GBWifi- W04 Device only Replacement 🔸SB-50GBWifi- W05 Device only Replacement 🔸SB-50GBWifi- W06 Device only Replacement 🔸SB-50GBWifi- WX04 Device only Replacement 🔸SB-50GBWifi- JT101 Device only Replacement 🔸SB-50GBWifi- 304HW Device only Replacement 🔸SB-50GBWifi- 301HW Device only Replacement 🔸SB-50GBWifi- GL10P Device only Replacement 🔸SB-50GBWifi- FS020W Device only Replacement 🔸SB-50GBWifi- 506HW Device only Replacement | 🔸SB-50GBWifi- W04 Device only Repl-Change plan 🔸SB-50GBWifi- W05 Device only Repl-Change plan 🔸SB-50GBWifi- W06 Device only Repl-Change plan 🔸SB-50GBWifi- WX04 Device only Repl-Change plan 🔸SB-50GBWifi- JT101 Device onlyRepl-Change plan 🔸SB-50GBWifi- 304HW Device only Repl-Change plan 🔸SB-50GBWifi- 301HW Device only Repl-Change plan 🔸SB-50GBWifi- GL10P Device only Repl-Change plan 🔸SB-50GBWifi- FS020W Device only Repl-Change plan 🔸SB-50GBWifi- 506HW Device only Repl-Change plan",,,,customer,True,False,False,
R190,Replacement_Plan change Product,,"PLAN C/nB - S Data Plan – 50GB WiFi | Wifi + PLAN C/nB-Mar01, S-50GB w/oGIFT | Wifi + PLAN C/nB-Mar01, S-50GB w/GIFT",,,,customer,True,False,False,
R191,Replacement_Plan change Product,,"PLAN C/nC - S Data Plan – 50GB WiFi | Wifi + PLAN C/nC-Mar01, S-50GB w/oGIFT | Wifi + PLAN C/nC-Mar01, S-50GB w/GIFT",,,,customer,True,False,False,
R192,Replacement_Plan change Product,,"PLAN C/nA - S Data Plan – 100GB WiFi | Wifi + PLAN C/nA-Mar01, S-100GB w/oGIFT | Wifi + PLAN C/nA-Mar01, S-100GB w/GIFT | ① SB-100GB- SIM+WIFI SET Replacement ② SB-100GB- SIM+WIFI SET Repl–Change Plan | 🔸SB-100GBWifi- W04 Device only Replacement 🔸SB-100GBWifi- W05 Device only Replacement 🔸SB-100GBWifi- W06 Device only Replacement 🔸SB-100GBWifi- WX04 Device only Replacement 🔸SB-100GBWifi- JT101 Device only Replacement 🔸SB-100GBWifi- 304HW Device only Replacement 🔸SB-100GBWifi- 301HW Device only Replacement 🔸SB-100GBWifi- GL10P Device only Replacement 🔸SB-100GBWifi- FS020W Device only Replacement 🔸SB-100GBWifi- 506HW Device only Replacement | 🔸SB-100GBWifi- W04 Device only Repl-Change plan 🔸SB-100GBWifi- W05 Device only Repl-Change plan 🔸SB-100GBWifi- W06 Device only Repl-Change plan 🔸SB-100GBWifi- WX04 Device only Repl-Change plan 🔸SB-100GBWifi- JT101 Device only Repl-Change plan 🔸SB-100GBWifi- 304HW Device only Repl-Change plan 🔸SB-100GBWifi- 301HW Device only Repl-Change plan 🔸SB-100GBWifi- GL10P Device only Repl-Change plan 🔸SB-100GBWifi- FS020W Device only Repl-Change plan 🔸SB-100GBWifi- 506HW Device only Repl-Change plan",,,,customer,True,False,False,
R193,Replacement_Plan change Product,,"PLAN C/nB - S Data Plan – 100GB WiFi | Wifi + PLAN C/nB-Mar01, S-100GB w/oGIFT | Wifi + PLAN C/nB-Mar01, S-100GB w/GIFT",,,,customer,True,False,False,
R194,Replacement_Plan change Product,,"PLAN C/nC - S Data Plan – 100GB WiFi | Wifi + PLAN C/nC-Mar01, S-100GB w/oGIFT | Wifi + PLAN C/nC-Mar01, S-100GB w/GIFT",,,,customer,True,False,False,
R195,Replacement_Plan change Product,,"PLAN C/nA - RM Data Plan - 30GB WiFi (4G+5G) | Wifi + PLAN C/nA-Mar01,RM-30GB(5G)w/oGIFT | Wifi + PLAN C/nA-Mar01,RM-30GB(5G)w/GIFT | ① RM-30GB(5G)- SIM+WIFI SET Replacement ② RM-30GB(5G)- SIM+WIFI SET Repl–Change Plan | 🔸RM-30GB(5G)Wifi- R2C Device only Replacement 🔸RM-30GB(5G)Wifi- R2B Device only Replacement 🔸RM-30GB(5G)Wifi- FS020W Device only Replacement 🔸RM-30GB(5G)Wifi- FS030W Device only Replacement | 🔸RM-30GB(5G)Wifi- R2C Device only Repl-Change plan 🔸RM-30GB(5G)Wifi- R2B Device only Repl-Change plan 🔸RM-30GB(5G)Wifi- FS020W Device only Repl-Change plan 🔸RM-30GB(5G)Wifi- FS030W Device only Repl-Change plan",,,,customer,True,False,False,
R196,Replacement_Plan change Product,,"PLAN C/nB - RM Data Plan - 30GB WiFi (4G+5G) | Wifi + PLAN C/nB-Mar01,RM-30GB(5G)w/oGIFT | Wifi + PLAN C/nB-Mar01,RM-30GB(5G)w/GIFT",,,,customer,True,False,False,
R197,Replacement_Plan change Product,,"PLAN C/nC - RM Data Plan - 30GB WiFi (4G+5G) | Wifi + PLAN C/nC-Mar01,RM-30GB(5G)w/oGIFT | Wifi + PLAN C/nC-Mar01,RM-30GB(5G)w/GIFT",,,,customer,True,False,False,
R198,Replacement_Plan change Product,,"PLAN C/nA - AU5G Data Plan – Unlimited WiFi (50GB / 3 Days)(Pocket) | PLAN C/nA-Mar01,AU5G-50GB3Day(X11,X12)w/oGIFT | PLAN C/nA-Mar01,AU5G-50GB3Day(X11,X12)w/GIFT | 🔸AU5G- X11 SIM Card Replacement 🔸AU5G- X12 SIM Card Replacement 🔸AU5G- DOCK 01 SIM Card Replacement 🔸AU5G- WIFI+SIM X11 SET Replacement 🔸AU5G- WIFI+SIM X12 SET Replacement 🔸AU5G- WIFI+SIM DOCK 01 SET Replacement | 🔸AU5G- X11 Device only Replacement 🔸AU5G- X12 Device only Replacement 🔸AU5G- Dock 01 Device only Replacement | 🔸AU5G- X11 Device only Repl-Change plan 🔸AU5G- X12 Device only Repl-Change plan 🔸AU5G- Dock 01 Device only Repl-Change plan",,,,customer,True,False,False,
R199,Replacement_Plan change Product,,"PLAN C/nB - AU5G Data Plan – Unlimited WiFi (50GB / 3 Days)(Pocket) | PLAN C/nB-Mar01,AU5G-50GB3Day(X11,X12)w/oGIFT | PLAN C/nB-Mar01,AU5G-50GB3Day(X11,X12)w/GIFT",,,,customer,True,False,False,
R200,Replacement_Plan change Product,,"PLAN C/nC - AU5G Data Plan – Unlimited WiFi (50GB / 3 Days)(Pocket) | PLAN C/nC-Mar01,AU5G-50GB3Day(X11,X12)w/oGIFT | PLAN C/nC-Mar01,AU5G-50GB3Day(X11,X12)w/GIFT",,,,customer,True,False,False,
R201,Replacement_Plan change Product,,"PLAN C/nA - AU4G Data Plan – Unlimited WiFi (50GB / 3 Days)(Pocket) | PLAN C/nA-S01,AU4G-50GB3Day(JT301)w/oGIFT | PLAN C/nA-S01,AU4G-50GB3Day(JT301)w/GIFT | 🔸AU5G- X11 SIM Card Replacement 🔸AU5G- WIFI+SIM JT301 SET Replacement | 🔸AU5G- X11 Device only Replacement 🔸AU5G- X12 Device only Replacement 🔸AU5G- Dock 01 Device only Replacement 🔸AU5G- JT301 Device only Replacement | 🔸AU5G- X11 Device only Repl-Change plan 🔸AU5G- X12 Device only Repl-Change plan 🔸AU5G- Dock 01 Device only Repl-Change plan 🔸AU5G- JT301 Device only Repl-Change plan",,,,customer,True,False,False,
R202,Replacement_Plan change Product,,"PLAN C/nB - AU4G Data Plan – Unlimited WiFi (50GB / 3 Days)(Pocket) | PLAN C/nB-S01,AU4G-50GB3Day(JT301)w/oGIFT | PLAN C/nB-S01,AU4G-50GB3Day(JT301)w/GIFT",,,,customer,True,False,False,
R203,Replacement_Plan change Product,,"PLAN C/nC - AU4G Data Plan – Unlimited WiFi (50GB / 3 Days)(Pocket) | PLAN C/nC-S01,AU4G-50GB3Day(JT301)w/oGIFT | PLAN C/nC-S01,AU4G-50GB3Day(JT301)w/GIFT",,,,customer,True,False,False,
R204,Replacement_Plan change Product,,"PLAN C/nA - AU5G Data Plan – Unlimited WiFi(50GB / 3 Days)(Home) | PLAN C/nA-Mar01,AU5G-50GB3Day(Home)w/o GIFT | PLAN C/nA-Mar01,AU5G-50GB3Day(Home)w/GIFT | 🔸AU5G- L11 SIM Card Replacement 🔸AU5G- L12 SIM Card Replacement 🔸AU5G- L13 SIM Card Replacement 🔸AU5G- HOME WIFI+SIM L11 SET Replacement 🔸AU5G- HOME WIFI+SIM L12 SET Replacement 🔸AU5G- HOME WIFI+SIM L13 SET Replacement | 🔸AU5G- L11 Device only Replacement 🔸AU5G- L12 Device only Replacement 🔸AU5G- L13 Device only Replacement | 🔸AU5G- L11 Device only Repl-Change plan 🔸AU5G- L12 Device only Repl-Change plan 🔸AU5G- L13 Device only Repl-Change plan",,,,customer,True,False,False,
R205,Replacement_Plan change Product,,"PLAN C/nB - AU5G Data Plan – Unlimited WiFi(50GB / 3 Days)(Home) | PLAN C/nB-Mar01,AU5G-50GB3Day(Home)w/o GIFT | PLAN C/nB-Mar01,AU5G-50GB3Day(Home)w/GIFT",,,,customer,True,False,False,
R206,Replacement_Plan change Product,,"PLAN C/nC - AU5G Data Plan – Unlimited WiFi(50GB / 3 Days)(Home) | PLAN C/nC-Mar01,AU5G-50GB3Day(Home)w/o GIFT | PLAN C/nC-Mar01,AU5G-50GB3Day(Home)w/GIFT",,,,customer,True,False,False,
R207,Replacement_Plan change Product,,"PLAN C/nA - D Call Plan - 6GB Sim (Easy Plan) | PLAN C/nA-Aug01,D-6GB (NFC)w/oGIFT | PLAN C/nA-Aug01,D-6GB (NFC)w/GIFT | ① D-6GB Easy Call (NFC) Replacement ② D-6GB Easy Call (NFC) Repl-Change Plan",,,,customer,True,False,False,
R208,Replacement_Plan change Product,,"PLAN C/nB - D Call Plan - 6GB Sim (Easy Plan) | PLAN C/nB-Aug01,D-6GB (NFC)w/oGIFT | PLAN C/nB-Aug01,D-6GB (NFC)w/GIFT",,,,customer,True,False,False,
R209,Replacement_Plan change Product,,"PLAN C/nC - D Call Plan - 6GB Sim (Easy Plan) | PLAN C/nC-Aug01,D-6GB (NFC)w/oGIFT | PLAN C/nC-Aug01,D-6GB (NFC)w/GIFT",,,,customer,True,False,False,
R210,Replacement_Plan change Product,,"PLAN C/nA - D Call Plan - 20GB Sim (Easy Plan) | PLAN C/nA-Oct21,D-20GB (NFC)w/oGIFT | PLAN C/nA-Oct21,D-20GB (NFC)w/GIFT | ① D-20GB Easy Call (NFC) Replacement ② D-20GB Easy Call (NFC) Repl-Change Plan",,,,customer,True,False,False,
R211,Replacement_Plan change Product,,"PLAN C/nB - D Call Plan - 20GB Sim (Easy Plan) | PLAN C/nB-Oct21,D-20GB (NFC)w/oGIFT | PLAN C/nB-Oct21,D-20GB (NFC)w/GIFT",,,,customer,True,False,False,
R212,Replacement_Plan change Product,,"PLAN C/nC - D Call Plan - 20GB Sim (Easy Plan) | PLAN C/nC-Oct21,D-20GB (NFC)w/oGIFT | PLAN C/nC-Oct21,D-20GB (NFC)w/GIFT",,,,customer,True,False,False,
R213,Replacement_Plan change Product,,"PLAN C/nA - D Call Plan - 6GB Sim (Free 5-Min Calls per Dial) | PLAN C/nA-Aug01,D-6GB (5minFC)w/oGIFT | PLAN C/nA-Aug01,D-6GB (5minFC)w/GIFT | ① D-6GB Call (5minFC) Replacement ② D-6GB Call (5minFC) Repl-Change Plan",,,,customer,True,False,False,
R214,Replacement_Plan change Product,,"PLAN C/nB - D Call Plan - 6GB Sim (Free 5-Min Calls per Dial) | PLAN C/nB-Aug01,D-6GB (5minFC)w/oGIFT | PLAN C/nB-Aug01,D-6GB (5minFC)w/GIFT",,,,customer,True,False,False,
R215,Replacement_Plan change Product,,"PLAN C/nC - D Call Plan - 6GB Sim (Free 5-Min Calls per Dial) | PLAN C/nC-Aug01,D-6GB (5minFC)w/oGIFT | PLAN C/nC-Aug01,D-6GB (5minFC)w/GIFT",,,,customer,True,False,False,
R216,Replacement_Plan change Product,,"PLAN C/nA - D Call Plan - 20GB Sim (Free 5-Min Calls per Dial) | PLAN C/nA-Oct21,D-20GB (5minFC)w/oGIFT | PLAN C/nA-Oct21,D-20GB (5minFC)w/GIFT | ① D-20GB Call (5minFC) Replacement ② D-20GB Call (5minFC) Repl-Change Plan",,,,customer,True,False,False,
R217,Replacement_Plan change Product,,"PLAN C/nB - D Call Plan - 20GB Sim (Free 5-Min Calls per Dial) | PLAN C/nB-Oct21,D-20GB (5minFC)w/oGIFT | PLAN C/nB-Oct21,D-20GB (5minFC)w/GIFT",,,,customer,True,False,False,
R218,Replacement_Plan change Product,,"PLAN C/nC - D Call Plan - 20GB Sim (Free 5-Min Calls per Dial) | PLAN C/nC-Oct21,D-20GB (5minFC)w/oGIFT | PLAN C/nC-Oct21,D-20GB (5minFC)w/GIFT",,,,customer,True,False,False,
R219,Replacement_Plan change Product,,"PLAN C/A - RM Call Plan– Unlimited Internet Sim (Easy Plan) (4G+5G) | PLAN C/nA-Jan07,RM-UNLI Net+EasyCall w/oGIFT | PLAN C/nA-Jan07,RM-UNLI Net+EasyCall w/GIFT | ① RM-UNLI Net+EasyCall Replacement ② RM-UNLI Net+EasyCall Repl-Change Plan",,,,customer,True,False,False,
R220,Replacement_Plan change Product,,"PLAN C/B - RM Call Plan– Unlimited Internet Sim (Easy Plan) (4G+5G) | PLAN C/nB-Jan07,RM-UNLI Net+EasyCall w/oGIFT | PLAN C/nB-Jan07,RM-UNLI Net+EasyCall w/GIFT",,,,customer,True,False,False,
R221,Replacement_Plan change Product,,"PLAN C/C - RM Call Plan– Unlimited Internet Sim (Easy Plan) (4G+5G) | PLAN C/nC-Jan07,RM-UNLI Net+EasyCall w/oGIFT | PLAN C/nC-Jan07,RM-UNLI Net+EasyCall w/GIFT",,,,customer,True,False,False,
R222,Replacement_Plan change Product,,"PLAN C/A - RM Call Plan - Unlimited Internet eSim (Easy Plan) (4G+5G) | PLAN C/nA-Jan07,【eSIM】RM UnliNet+EasyCall w/oGift | PLAN C/nA-Jan07,【eSIM】RM UnliNet+EasyCall w/Gift | ①【eSIM】RM-UNLI Net+EasyCall Replacement ②【eSIM】RM-UNLI Net+EasyCall Repl-Change Plan",,,,customer,True,False,False,
R223,Replacement_Plan change Product,,"PLAN C/B - RM Call Plan - Unlimited Internet eSim (Easy Plan) (4G+5G) | PLAN C/nB-Jan07,【eSIM】RM UnliNet+EasyCall w/oGift | PLAN C/nB-Jan07,【eSIM】RM UnliNet+EasyCall w/Gift",,,,customer,True,False,False,
R224,Replacement_Plan change Product,,"PLAN C/C - RM Call Plan - Unlimited Internet eSim (Easy Plan) (4G+5G) | PLAN C/nC-Jan07,【eSIM】RM UnliNet+EasyCall w/oGift | PLAN C/nC-Jan07,【eSIM】RM UnliNet+EasyCall w/Gift",,,,customer,True,False,False,
R225,Replacement_Plan change Product,,"PLAN C/nA -RC Data Plan - 100GB (No SMS) (4G+5G) | PLAN C/nA-Dec11,RC-100GB(5G) w/oGIFT | PLAN C/nA-Dec11,RC-100GB(5G) w/GIFT | ① RC-100GB(5G) Replacement ② RC-100GB(5G) Repl-Change Plan",,,,customer,True,False,False,
R226,Replacement_Plan change Product,,"PLAN C/nB -RC Data Plan - 100GB (No SMS) (4G+5G) | PLAN C/nB-Dec11,RC-100GB(5G) w/oGIFT | PLAN C/nB-Dec11,RC-100GB(5G) w/GIFT",,,,customer,True,False,False,
R227,Replacement_Plan change Product,,"PLAN C/nC -RC Data Plan - 100GB (No SMS) (4G+5G) | PLAN C/nC-Dec11,RC-100GB(5G) w/oGIFT | PLAN C/nC-Dec11,RC-100GB(5G) w/GIFT",,,,customer,True,False,False,
R228,Replacement_Plan change Product,,"PLAN C/nA -RC Data Plan - 300GB (No SMS) (4G+5G) | PLAN C/nA-Dec11,RC_300GB(5G) w/oGIFT | PLAN C/nA-Dec11,RC-300GB(5G) w/GIFT | ① RC-300GB(5G) Replacement ② RC-300GB(5G) Repl-Change Plan",,,,customer,True,False,False,
R229,Replacement_Plan change Product,,"PLAN C/nB -RC Data Plan - 300GB (No SMS) (4G+5G) | PLAN C/nB-Dec11,RC_300GB(5G) w/oGIFT | PLAN C/nB-Dec11,RC-300GB(5G) w/GIFT",,,,customer,True,False,False,
R230,Replacement_Plan change Product,,"PLAN C/nC -RC Data Plan - 300GB (No SMS) (4G+5G) | PLAN C/nC-Dec11,RC_300GB(5G) w/oGIFT | PLAN C/nC-Dec11,RC-300GB(5G) w/GIFT",,,,customer,True,False,False,
R231,Replacement_Plan change Product,,"PLAN C/nA - RC Data Plan - 100GB WiFi (No SMS) (4G+5G) | Wifi + PLAN C/nA-Dec11,RC-100GB(5G) w/oGIFT | Wifi + PLAN C/nA-Dec11,RC-100GB(5G) w/GIFT | ① RC-100GB(5G)- SIM+WIFI SET Replacement ② RC-100GB(5G)- SIM+WIFI SET Repl-Change Plan",,,,customer,True,False,False,
R232,Replacement_Plan change Product,,"PLAN C/nB - RC Data Plan - 100GB WiFi (No SMS) (4G+5G) | Wifi + PLAN C/nB-Dec11,RC-100GB(5G) w/oGIFT | Wifi + PLAN C/nB-Dec11,RC-100GB(5G) w/GIFT",,,,customer,True,False,False,
R233,Replacement_Plan change Product,,"PLAN C/nC - RC Data Plan - 100GB WiFi (No SMS) (4G+5G) | Wifi + PLAN C/nC-Dec11,RC-100GB(5G) w/oGIFT | Wifi + PLAN C/nC-Dec11,RC-100GB(5G) w/GIFT",,,,customer,True,False,False,
R234,Replacement_Plan change Product,,"PLAN C/nA - RC Data Plan - 300GB WiFi (No SMS) (4G+5G) | Wifi + PLAN C/nA-Dec11,RC_300GB(5G) w/oGIFT | Wifi + PLAN C/nA-Dec11,RC-300GB(5G) w/GIFT | ① RC-300GB(5G)- SIM+WIFI SET Replacement ② RC-300GB(5G)- SIM+WIFI SET Repl-Change Plan",,,,customer,True,False,False,
