id,category,subcategory,rule_text,date_updated,fee_amounts_jpy,links,audience,ai_can_answer,requires_fee_disclaimer,needs_review,review_reason
P347,PLAN FILE: revised DATA SIM (dont use yet),Monthly Payment by Smartpit in convenience store,"When there is trouble delivery(later than delivery date), customer can get price as the recieve date",,,,customer,True,False,True,"sheet marked ""dont use yet"""
P348,PLAN FILE: revised DATA SIM (dont use yet),REISSUE FEE,REISSUE FEE : ¥6800,,6800,,customer,True,True,True,"sheet marked ""dont use yet"""
P349,PLAN FILE: revised DATA SIM (dont use yet),REISSUE FEE,"delete 18/10/2022 | REISSUE FEE FOR SOFTBANK 3.3GB/DAY, UNLIMITED WIFI ,U3 WIFI : 7200 ¥",,,,customer,True,False,True,"sheet marked ""dont use yet"""
P350,PLAN FILE: revised DATA SIM (dont use yet),REISSUE FEE,delete 18/10/2022 | VOICE SIM REISSUE FEE :,,,,customer,True,False,True,"sheet marked ""dont use yet"""
P351,PLAN FILE: revised DATA SIM (dont use yet),REISSUE FEE,"delete 18/10/2022 | 50GB : ¥13,200",,,,customer,True,False,True,"sheet marked ""dont use yet"""
P352,PLAN FILE: revised DATA SIM (dont use yet),REISSUE FEE,"delete 18/10/2022 | 20GB : ¥12,320",,,,customer,True,False,True,"sheet marked ""dont use yet"""
P353,PLAN FILE: revised DATA SIM (dont use yet),REISSUE FEE,"delete 18/10/2022 | 10GB: ¥11,660",,,,customer,True,False,True,"sheet marked ""dont use yet"""
P354,PLAN FILE: revised DATA SIM (dont use yet),Tips and FAQ,"As Seller, what should i do when item late than delivery date and the weekly price has changed. A : Customer can get new price, total paid money with new price will be alocate to next monthly bill reduction. please process on all request or cust support",,,,internal,False,False,True,"auto-tagged internal (staff-ops keyword) - confirm; sheet marked ""dont use yet"""
P355,PLAN FILE: revised DATA SIM (dont use yet),RULES,¥200 Fine for payment after deadline,,200,,customer,True,True,True,"sheet marked ""dont use yet"""
P356,PLAN FILE: revised DATA SIM (dont use yet),Minimum use: 4 months,"If no payment is made for more than 10 days , SIM will be reissued and reissue fee need to be paid",,,,customer,True,False,True,"sheet marked ""dont use yet"""
P357,PLAN FILE: revised DATA SIM (dont use yet),Minimum use: 4 months,Lost & broken SIM will be charged reissue fee and we will send new plan same package,,,,customer,True,False,True,"sheet marked ""dont use yet"""
P358,PLAN FILE: revised DATA SIM (dont use yet),Minimum use: 4 months,Can be used on SIMFREE phones only,,,,customer,True,False,True,"sheet marked ""dont use yet"""
P359,PLAN FILE: revised DATA SIM (dont use yet),Minimum use: 4 months,"SMS charge: ¥3.3/SMS, International SMS ¥110/SMS",,110,,customer,True,True,True,"sheet marked ""dont use yet"""
P360,PLAN FILE: revised DATA SIM (dont use yet),Minimum use: 4 months,We will replace or money return if you have trouble with size or phone lock.,,,,customer,True,False,True,"sheet marked ""dont use yet"""
P361,PLAN FILE: revised DATA SIM (dont use yet),APN needs to be installed for using,"Late payment above 7days, signal will be stopped",,,,customer,True,False,True,"sheet marked ""dont use yet"""
P362,PLAN FILE: revised DATA SIM (dont use yet),APN needs to be installed for using,can only use for SIMFREE PHONE,,,,customer,True,False,True,"sheet marked ""dont use yet"""
P363,PLAN FILE: revised DATA SIM (dont use yet),"SOFTBANK SIM : 5GB,10GB,30GB,50GB,100GB,3.3GB",Provider is SOFTBANK,,,,customer,True,False,True,"sheet marked ""dont use yet"""
P364,PLAN FILE: revised DATA SIM (dont use yet),"SOFTBANK SIM : 5GB,10GB,30GB,50GB,100GB,3.3GB",refer to SOFTBANK SIM APN SETUP PAPER for setup process,,,,customer,True,False,True,"sheet marked ""dont use yet"""
P365,PLAN FILE: revised DATA SIM (dont use yet),"SOFTBANK SIM : 5GB,10GB,30GB,50GB,100GB,3.3GB","provides internet and can receive sms ,(charges applicable) cannot send sms",,,,customer,True,False,True,"sheet marked ""dont use yet"""
P366,PLAN FILE: revised DATA SIM (dont use yet),A SIM : 7GB,Provider is DOCOMO,,,,customer,True,False,True,"sheet marked ""dont use yet"""
P367,PLAN FILE: revised DATA SIM (dont use yet),A SIM : 7GB,refer to A SIM APN SETUP PAPER for setup process,,,,customer,True,False,True,"sheet marked ""dont use yet"""
P368,PLAN FILE: revised DATA SIM (dont use yet),cant send or receive sms,"short term cancellation is ok. sim need to be returned when using , failing to return will be charged penalty",,,,customer,True,False,True,"sheet marked ""dont use yet"""
P369,PLAN FILE: revised DATA SIM (dont use yet),"D SIM PLAN : 1GB, 3GB",Provider is DOCOMO,,,,customer,True,False,True,"sheet marked ""dont use yet"""
P370,PLAN FILE: revised DATA SIM (dont use yet),"D SIM PLAN : 1GB, 3GB",refer to DOCOMO SIM APN SETUP PAPER for setup process,,,,customer,True,False,True,"sheet marked ""dont use yet"""
P371,PLAN FILE: revised DATA SIM (dont use yet),"D SIM PLAN : 1GB, 3GB","can send or receive sms , 3.3yen/local sms",,,,customer,True,False,True,"sheet marked ""dont use yet"""
P372,PLAN FILE: revised DATA SIM (dont use yet),"D SIM PLAN : 1GB, 3GB",sim can do hotspot,,,,customer,True,False,True,"sheet marked ""dont use yet"""
P373,PLAN FILE: revised DATA SIM (dont use yet),REPLACEMENT AND CHANGE PLAN,delete 28/10/2022 | Change plan fee is ¥3300,,3300,,customer,True,True,True,"sheet marked ""dont use yet"""
P374,PLAN FILE: revised DATA SIM (dont use yet),REPLACEMENT AND CHANGE PLAN,No discount for change plan more than 1 items on same address,,,,customer,True,False,True,"sheet marked ""dont use yet"""
P375,PLAN FILE: revised DATA SIM (dont use yet),REPLACEMENT AND CHANGE PLAN,"If there is signal problem within 5 days, we will offer free replacement",,,,customer,True,False,True,"sheet marked ""dont use yet"""
P376,PLAN FILE: revised DATA SIM (dont use yet),REPLACEMENT AND CHANGE PLAN,Change plan not possible from monthly to long term,,,,customer,True,False,True,"sheet marked ""dont use yet"""
P377,PLAN FILE: revised DATA SIM (dont use yet),REPLACEMENT AND CHANGE PLAN,"If customer want to change from monthly to long term , need to avail as new plan",,,,customer,True,False,True,"sheet marked ""dont use yet"""
P378,PLAN FILE: revised DATA SIM (dont use yet),REPLACEMENT AND CHANGE PLAN,"If there are missing items upon delivery, we will send new ones",,,,customer,True,False,True,"sheet marked ""dont use yet"""
P379,PLAN FILE: revised DATA SIM (dont use yet),REPLACEMENT AND CHANGE PLAN,"PUK lock will be charged ¥3300, we will send new one (unless PUK locked upon receiving, its free)",,3300,,customer,True,True,True,"sheet marked ""dont use yet"""
P380,PLAN FILE: revised DATA SIM (dont use yet),REPLACEMENT AND CHANGE PLAN,PUK PIN can be informed by request on support page (2 Working days is required),,,,customer,True,False,True,"sheet marked ""dont use yet"""
P381,PLAN FILE: revised DATA SIM (dont use yet),REPLACEMENT AND CHANGE PLAN,"if number cannot receive sms , replacement is free (except for A-PLAN)",,,,customer,True,False,True,"sheet marked ""dont use yet"""
P382,PLAN FILE: revised DATA SIM (dont use yet),REPLACEMENT AND CHANGE PLAN,if number has been used for registration on line/amazon/other app . replacement is free,,,,customer,True,False,True,"sheet marked ""dont use yet"""
P383,PLAN FILE: revised DATA SIM (dont use yet),REPLACEMENT AND CHANGE PLAN,delete 28/10/2022 | Plan change to other plan with deposit is 5300 yen,,5300,,customer,True,True,True,"sheet marked ""dont use yet"""
P384,PLAN FILE: revised DATA SIM (dont use yet),REPLACEMENT AND CHANGE PLAN,delete 28/10/2022 | Any Data sim or pocket is okey with 3300 Yen to change to U3,,3300,,customer,True,True,True,"sheet marked ""dont use yet"""
P385,PLAN FILE: revised DATA SIM (dont use yet),REPLACEMENT AND CHANGE PLAN,"300GB POCKET WIFI is not eligible for change plan to and from other plan , customer need to purchase as new if wish to use this plan",,,,customer,True,False,True,"sheet marked ""dont use yet"""
P386,PLAN FILE: revised DATA SIM (dont use yet),REPLACEMENT AND CHANGE PLAN,"if change on the 1st of the month , PLAN CHANGE IS 2500 YEN",2022-10-28,2500,,customer,True,True,True,"sheet marked ""dont use yet"""
P387,PLAN FILE: revised DATA SIM (dont use yet),REPLACEMENT AND CHANGE PLAN,"if change in middle of the month , PLAN CHANGE is NEW PLAN MONTHLY+ 700 YEN (shipping fee)",2022-10-28,700,,customer,True,True,True,"sheet marked ""dont use yet"""
P388,PLAN FILE: revised DATA SIM (dont use yet),REPLACEMENT AND CHANGE PLAN,"✅ if change plan to POCKET WIFI , + POCKET RENTAL FEE",2022-10-28,,,customer,True,False,True,"sheet marked ""dont use yet"""
P389,PLAN FILE: revised DATA SIM (dont use yet),REPLACEMENT AND CHANGE PLAN,"✅ if change from no-deposit plan to deposit plan, +DEPOSIT FEE",2022-10-28,,,customer,True,False,True,"sheet marked ""dont use yet"""
P390,PLAN FILE: revised DATA SIM (dont use yet),REPLACEMENT AND CHANGE PLAN,⚠️OLD PLAN must be returned immediately within 7 days,2022-10-28,,,customer,True,False,True,"sheet marked ""dont use yet"""
P391,PLAN FILE: revised DATA SIM (dont use yet),REPLACEMENT AND CHANGE PLAN,"⚠️If OLD PLAN is REISSUED , 3300 yen+ MONTHLY FEE will be charged",2022-10-28,3300,,customer,True,True,True,"sheet marked ""dont use yet"""
P392,PLAN FILE: RM Call Plan - Unlimited Intern,,"Date Implemented/updated | Rules | Available Plans | For External Use (Google Site, Reseller Poster, SNS) | Discontinued Plans Start Date",,,,customer,True,False,False,
P393,PLAN FILE: RM Call Plan - Unlimited Intern,,RM Call Plan - Unlimited Internet eSim (Easy Plan) (4G+5G) | eSIM RM Call Plan | RM Call Plan - Unlimited Internet eSim (Easy Plan) (4G+5G),2025-03-11,,,customer,True,False,False,
P394,PLAN FILE: RM Call Plan - Unlimited Intern,Provider: Rakuten with SMS feature,Gift/Point/Partner Reward: Same as usual for call SIMs,,,,customer,True,False,False,
P395,PLAN FILE: RM Call Plan - Unlimited Intern,Provider: Rakuten with SMS feature,Plans support up to 5G connectivity in supported areas.,,,,customer,True,False,False,
P396,PLAN FILE: RM Call Plan - Unlimited Intern,Provider: Rakuten with SMS feature,REQUIREMENTS | IMPORTANT NOTE,,,,customer,True,False,False,
P397,PLAN FILE: RM Call Plan - Unlimited Intern,Provider: Rakuten with SMS feature,1. Photo of Residence Card ( Front&Back) | 1. Please make sure to inform customers in advance about eSIM device compatibility before accepting orders.,,,,customer,True,False,False,
P398,PLAN FILE: RM Call Plan - Unlimited Intern,Provider: Rakuten with SMS feature,"2. Email Address or any contact information (FB, LINE, Whatsapp)",,,,customer,True,False,False,
P399,PLAN FILE: RM Call Plan - Unlimited Intern,Provider: Rakuten with SMS feature,"IDs that are not acceptable: My number card, Driver's Licence, Health card (All IDs other than residence card) | Device Compatibility:",,,,customer,True,False,False,
P400,PLAN FILE: RM Call Plan - Unlimited Intern,Provider: Rakuten with SMS feature,⚠️Must not Japanese National | Android: Only around 15% of Android devices currently support eSIM.,,,,customer,True,False,False,
P401,PLAN FILE: RM Call Plan - Unlimited Intern,Provider: Rakuten with SMS feature,⚠️1 residence card can be used up to maximum of 4 sim cards only (4 numbers) | → Please remind customers to check their phone compatibility carefully before ordering.,,,,customer,True,False,False,
P402,PLAN FILE: RM Call Plan - Unlimited Intern,Provider: Rakuten with SMS feature,⚠️Picture of Copy ID is not allowed | iPhone: Supported models are iPhone XS and later.,,,,customer,True,False,False,
P403,PLAN FILE: RM Call Plan - Unlimited Intern,Provider: Rakuten with SMS feature,ID number and face picture must cleary shown | (Older models do not support eSIM.),,,,customer,True,False,False,
P404,PLAN FILE: RM Call Plan - Unlimited Intern,Provider: Rakuten with SMS feature,"How to take ID : Put on table, make sure light reflection not covered on id, take picture from above",,,,customer,True,False,False,
P405,PLAN FILE: RM Call Plan - Unlimited Intern,Provider: Rakuten with SMS feature,HOW TO ACTIVATE YOUR eSIM?,,,,customer,True,False,False,
P406,PLAN FILE: RM Call Plan - Unlimited Intern,Provider: Rakuten with SMS feature,Shipping and Payment Method | 1. eSIM Step by Step Guide poster,,,https://drive.google.com/file/d/1llaIUnXP20C-0Qxzw9AE0n4i6nrx5NgK/view?usp=sharing,customer,True,False,False,
P407,PLAN FILE: RM Call Plan - Unlimited Intern,Provider: Rakuten with SMS feature,⚠️Selling to Japanese national customer is prohibited by provider's regulation . failure in following regulation can result in huge penalties | 2. eSIM Step by Step Video Tutorial,,,https://www.youtube.com/watch?v=WREx5lK234Q&list=PLZjTOuplDc0U7FX9zmHX0eHur_eeHXbeR,customer,True,False,False,
P408,PLAN FILE: RM Call Plan - Unlimited Intern,Provider: Rakuten with SMS feature,"Delivery within 2-3 days with Yamato; except for areas such as: Hiroshima, Hokkaido, Fukuoka, Fukui, Shizouka (3-4 days delivery) | 3. QR code card that a customer will receive.",,,https://drive.google.com/file/d/1len7iT-i-N-vf7u5tKbl2Ui8P5gBHiR4/view?usp=drive_link,customer,True,False,False,
P409,PLAN FILE: RM Call Plan - Unlimited Intern,Provider: Rakuten with SMS feature,"For 2 orders or more in one box, discount ¥700",,700,,customer,True,True,True,contains COD/discount amount - confirm AI exposure policy
P410,PLAN FILE: RM Call Plan - Unlimited Intern,Provider: Rakuten with SMS feature,Cash on Delivery : ¥700 | ACTIVATION WARNING!,,700,,customer,True,True,True,contains COD/discount amount - confirm AI exposure policy
P411,PLAN FILE: RM Call Plan - Unlimited Intern,Provider: Rakuten with SMS feature,"Initial payment by Bank transfer discount ¥300 on total price | 1. Once the QR code has been scanned and activated, it cannot be transferred to another phone.",,300,,customer,True,True,True,contains COD/discount amount - confirm AI exposure policy
P412,PLAN FILE: RM Call Plan - Unlimited Intern,Provider: Rakuten with SMS feature,"Monthly Payment: can choose from 3 payment methods (GMO, Stripe and Smartpit) | 2. If the customer wants to change devices, the SIM must be reissued (fee will apply) to generate a new QR code.",,,,customer,True,False,False,
P413,PLAN FILE: RM Call Plan - Unlimited Intern,Provider: Rakuten with SMS feature,"When there is trouble delivery(later than delivery date), customer can get price as the recieve date",,,,customer,True,False,False,
P414,PLAN FILE: RM Call Plan - Unlimited Intern,FnQ,"REISSUE FEE | 1. If the customer’s phone is not eSIM-compatible,please recommend using the physical SIM version (RM Call Plan – Unlimited Internet SIM Easy Plan) instead.",,,,customer,True,False,False,
P415,PLAN FILE: RM Call Plan - Unlimited Intern,FnQ,⚠️IF customer will not continue = need to pay re-issue fee (4000Yen) + unpaid bill,,4000,,customer,True,True,False,
P416,PLAN FILE: RM Call Plan - Unlimited Intern,FnQ,⚠️IF customer wants to continue = need to pay reissue fee (4000Yen)+ +unpaid bill and process new order (new contract).,,4000,,customer,True,True,False,
P417,PLAN FILE: RM Call Plan - Unlimited Intern,RULES,Late payment fee ¥300,,300,,customer,True,True,False,
P418,PLAN FILE: RM Call Plan - Unlimited Intern,RULES,"Late payment 5-7days after payment due date, signal will be stopped",,,,customer,True,False,False,
P419,PLAN FILE: RM Call Plan - Unlimited Intern,RULES,"Late payment 7days after signal stopped, signal will be permanently disconnected/re-issue (reissue fee need to be paid)",,,,customer,True,False,False,
P420,PLAN FILE: RM Call Plan - Unlimited Intern,Minimum contract period: 4 months,"Early cancellation (before or within 4 months): ¥5,000 cancellation fee",,,,customer,True,False,False,
P421,PLAN FILE: RM Call Plan - Unlimited Intern,Cancellation Notice & Discounts,-Notify 2 months in advance to get an ¥800 discount,,800,,customer,True,True,True,contains COD/discount amount - confirm AI exposure policy
P422,PLAN FILE: RM Call Plan - Unlimited Intern,Cancellation Notice & Discounts,-Example: Request Cancellation in February → ¥800 discount in March → Final bill in April,,800,,customer,True,True,True,contains COD/discount amount - confirm AI exposure policy
P423,PLAN FILE: RM Call Plan - Unlimited Intern,SIM USAGE AND FEATURES,Can be used on eSIM phones only,,,,customer,True,False,False,
P424,PLAN FILE: RM Call Plan - Unlimited Intern,SIM USAGE AND FEATURES,Unlimited Internet + EASY CALL (postpaid call charges),,,,customer,True,False,False,
P425,PLAN FILE: RM Call Plan - Unlimited Intern,Number starts : 090/080,"¥33 / 30 seconds: Orders contracted from September 1, 2025 onward",,,,customer,True,False,False,
P426,PLAN FILE: RM Call Plan - Unlimited Intern,Number starts : 090/080,"Data resets on the 1st of every month, regardless of your payment date.",,,,customer,True,False,False,
P427,PLAN FILE: RM Call Plan - Unlimited Intern,Number starts : 090/080,Tethering/Hotspot is available,,,,customer,True,False,False,
P428,PLAN FILE: RM Call Plan - Unlimited Intern,Number starts : 090/080,Can send and receive SMS and calls only locally. Overseas calls and SMS are not supported.,,,,customer,True,False,False,
P429,PLAN FILE: RM Call Plan - Unlimited Intern,Number starts : 090/080,"Can request SMS and call charge details for a ¥300 fee added to your next bill, with a processing time of 2–5 days.",,300,,customer,True,True,False,
P430,PLAN FILE: RM Call Plan - Unlimited Intern,SMS Charges,"Rates are for plans that support SMS transmission effective from July 1, 2025 - New Orders",,,,customer,True,False,False,
P431,PLAN FILE: RM Call Plan - Unlimited Intern,SMS Charges,Message Length | Domestic SMS Fee | International SMS Fee,,,,customer,True,False,False,
P432,PLAN FILE: RM Call Plan - Unlimited Intern,SMS Charges,1–70 characters | ¥6 (1–160 half-width alphanumeric) | ¥100 (1–160 half-width alphanumeric),,100,,customer,True,True,False,
P433,PLAN FILE: RM Call Plan - Unlimited Intern,SMS Charges,71–134 characters | ¥12 (161–306 half-width alphanumeric) | ¥200 (161–306 half-width alphanumeric),,200,,customer,True,True,False,
P434,PLAN FILE: RM Call Plan - Unlimited Intern,SMS Charges,135–201 characters | ¥18 (307–459 half-width alphanumeric) | ¥300 (307–459 half-width alphanumeric),,300,,customer,True,True,False,
P435,PLAN FILE: RM Call Plan - Unlimited Intern,SMS Charges,202–268 characters | ¥24 (460–612 half-width alphanumeric) | ¥400 (460–612 half-width alphanumeric),,400,,customer,True,True,False,
P436,PLAN FILE: RM Call Plan - Unlimited Intern,SMS Charges,269–335 characters | ¥30 (613–765 half-width alphanumeric) | ¥500 (613–765 half-width alphanumeric),,500,,customer,True,True,False,
P437,PLAN FILE: RM Call Plan - Unlimited Intern,SMS Charges,336–402 characters | ¥36 (766–918 half-width alphanumeric) | ¥600 (766–918 half-width alphanumeric),,600,,customer,True,True,False,
P438,PLAN FILE: RM Call Plan - Unlimited Intern,SMS Charges,403–469 characters | ¥42 (919–1071 half-width alphanumeric) | ¥700 (919–1071 half-width alphanumeric),,700,,customer,True,True,False,
P439,PLAN FILE: RM Call Plan - Unlimited Intern,SMS Charges,470–536 characters | ¥48 (1072–1224 half-width alphanumeric) | ¥800 (1072–1224 half-width alphanumeric),,800,,customer,True,True,False,
P440,PLAN FILE: RM Call Plan - Unlimited Intern,SMS Charges,537–603 characters | ¥54 (1225–1377 half-width alphanumeric) | ¥900 (1225–1377 half-width alphanumeric),,900,,customer,True,True,False,
P441,PLAN FILE: RM Call Plan - Unlimited Intern,SMS Charges,604–670 characters | ¥60 (1378–1530 half-width alphanumeric) | ¥1000 (1378–1530 half-width alphanumeric),,1000,,customer,True,True,False,
P442,PLAN FILE: RM Call Plan - Unlimited Intern,REPLACEMENT AND CHANGE PLAN,Delivery discounts: Not available except for multiple orders.,,,,customer,True,False,False,
P443,PLAN FILE: RM Call Plan - Unlimited Intern,REPLACEMENT AND CHANGE PLAN,Free replacement may be available within 7 days if:,,,,customer,True,False,False,
P444,PLAN FILE: RM Call Plan - Unlimited Intern,REPLACEMENT AND CHANGE PLAN,-eSIM can’t connect after activation,,,,customer,True,False,False,
P445,PLAN FILE: RM Call Plan - Unlimited Intern,REPLACEMENT AND CHANGE PLAN,-Freebie is defective,,,,customer,True,False,False,
P446,PLAN FILE: RM Call Plan - Unlimited Intern,REPLACEMENT AND CHANGE PLAN,-eSIM can’t send and receive SMS and make calls,,,,customer,True,False,False,
P447,PLAN FILE: RM Call Plan - Unlimited Intern,Changing Your eSIM Plan to Physical Sim Card,-A new SIM card with a new phone number will be issued.,,,,customer,True,False,False,
P448,PLAN FILE: RM Call Plan - Unlimited Intern,Changing Your eSIM Plan to Physical Sim Card,-Your billing date stays the same after changing plans.,,,,customer,True,False,False,
P449,PLAN FILE: RM Call Plan - Unlimited Intern,Plan Change Fees,"-On the 1st of the month: ¥2,500 fee",,,,customer,True,False,False,
P450,PLAN FILE: RM Call Plan - Unlimited Intern,Plan Change Fees,-Mid-month: New plan’s monthly fee + ¥700 shipping,,700,,customer,True,True,False,
P451,PLAN FILE: RM Call Plan - Unlimited Intern,Important Reminders,⚠️ The plan change fee is separate from your monthly payment. Your monthly payments continue during the change process.,,,,customer,True,False,False,
P452,PLAN FILE: RM Call Plan - Unlimited Intern,Important Reminders,"⚠️ The new plan fee starts next month, even if you change before or after the billing date (Unless you request it on the 1st — then the new fee starts immediately)",,,,customer,True,False,False,
P453,PLAN FILE: RM Call Plan - Unlimited Intern,Other Replacement Rules,"-PUK lock: ¥3,300 fee + new QR code will be sent",,,,customer,True,False,False,
P454,PLAN FILE: RM Call Plan - Unlimited Intern,Other Replacement Rules,: No fee if the eSIM was already PUK-locked upon receiving,,,,customer,True,False,False,
P455,PLAN FILE: RM Call Plan - Unlimited Intern,Other Replacement Rules,-PUK PIN Code request: Takes 2–3 business days to process,,,,customer,True,False,False,
P456,PLAN FILE: RM Call Plan - Unlimited Intern,Changing Your RM Physical Sim Card RM eSIM Plan,"- Change plan procedue still follows, with the same fees, and changes on SIM Card Number",,,,customer,True,False,False,
P457,PLAN FILE: eSIM RM Call Plan - Unlimited I,,eSIM RM Call Plan - Unlimited Internet (Easy Plan) (4G+5G),,,,customer,True,False,False,
P458,PLAN FILE: eSIM RM Call Plan - Unlimited I,Provider: Rakuten with SMS feature,Gift/Point/Partner Reward: Same as usual for call SIMs,,,,customer,True,False,False,
P459,PLAN FILE: eSIM RM Call Plan - Unlimited I,Provider: Rakuten with SMS feature,Plans support up to 5G connectivity in supported areas.,,,,customer,True,False,False,
P460,PLAN FILE: eSIM RM Call Plan - Unlimited I,Provider: Rakuten with SMS feature,"Available Plans | For External Use (Google Site, Reseller Poster, SNS) | Discontinued Plans Start Date",,,,customer,True,False,False,
P461,PLAN FILE: eSIM RM Call Plan - Unlimited I,Provider: Rakuten with SMS feature,eSIM RM Call Plan | RM Call Plan - Unlimited Internet eSim (Easy Plan) (4G+5G),,,,customer,True,False,False,
P462,PLAN FILE: eSIM RM Call Plan - Unlimited I,IMPORTANT NOTE,Please make sure to inform customers in advance about eSIM device compatibility before accepting orders.,,,,customer,True,False,False,
P463,PLAN FILE: eSIM RM Call Plan - Unlimited I,Device Compatibility,Android: Only around 15% of Android devices currently support eSIM.,,,,customer,True,False,False,
P464,PLAN FILE: eSIM RM Call Plan - Unlimited I,Device Compatibility,→ Please remind customers to check their phone compatibility carefully before ordering.,,,,customer,True,False,False,
P465,PLAN FILE: eSIM RM Call Plan - Unlimited I,Device Compatibility,iPhone: Supported models are iPhone XS and later.,,,,customer,True,False,False,
P466,PLAN FILE: eSIM RM Call Plan - Unlimited I,(Older models do not support eSIM.),HOW TO ACTIVATE YOUR eSIM?,,,,customer,True,False,False,
P467,PLAN FILE: eSIM RM Call Plan - Unlimited I,(Older models do not support eSIM.),1. eSIM Step by Step Guide poster,,,https://drive.google.com/file/d/1llaIUnXP20C-0Qxzw9AE0n4i6nrx5NgK/view?usp=sharing,customer,True,False,False,
P468,PLAN FILE: eSIM RM Call Plan - Unlimited I,(Older models do not support eSIM.),2. eSIM Step by Step Video Tutorial,,,https://www.youtube.com/watch?v=WREx5lK234Q&list=PLZjTOuplDc0U7FX9zmHX0eHur_eeHXbeR,customer,True,False,False,
P469,PLAN FILE: eSIM RM Call Plan - Unlimited I,(Older models do not support eSIM.),3. QR code card that a customer will receive.,,,https://drive.google.com/file/d/1len7iT-i-N-vf7u5tKbl2Ui8P5gBHiR4/view?usp=drive_link,customer,True,False,False,
P470,PLAN FILE: eSIM RM Call Plan - Unlimited I,(Older models do not support eSIM.),ACTIVATION WARNING!,,,,customer,True,False,False,
P471,PLAN FILE: eSIM RM Call Plan - Unlimited I,(Older models do not support eSIM.),"Once the QR code has been scanned and activated, it cannot be transferred to another phone.",,,,customer,True,False,False,
P472,PLAN FILE: eSIM RM Call Plan - Unlimited I,(Older models do not support eSIM.),"If the customer wants to change devices, the SIM must be reissued (fee will apply) to generate a new QR code.",,,,customer,True,False,False,
P473,PLAN FILE: eSIM RM Call Plan - Unlimited I,FnQ,"1. If the customer’s phone is not eSIM-compatible,please recommend using the physical SIM version (RM Call Plan – Unlimited Internet SIM Easy Plan) instead.",,,,customer,True,False,False,
P474,PLAN FILE: eSIM RM Call Plan - Unlimited I,1. Photo of Residence Card ( Front&Back),"2. Email Address or any contact information (FB, LINE, Whatsapp)",,,,customer,True,False,False,
P475,PLAN FILE: eSIM RM Call Plan - Unlimited I,1. Photo of Residence Card ( Front&Back),"IDs that are not acceptable: My number card, Driver's Licence, Health card (All IDs other than residence card)",,,,customer,True,False,False,
P476,PLAN FILE: eSIM RM Call Plan - Unlimited I,1. Photo of Residence Card ( Front&Back),⚠️Must not Japanese National,,,,customer,True,False,False,
P477,PLAN FILE: eSIM RM Call Plan - Unlimited I,1. Photo of Residence Card ( Front&Back),⚠️1 residence card can be used up to maximum of 4 sim cards only (4 numbers),,,,customer,True,False,False,
P478,PLAN FILE: eSIM RM Call Plan - Unlimited I,1. Photo of Residence Card ( Front&Back),⚠️Picture of Copy ID is not allowed,,,,customer,True,False,False,
P479,PLAN FILE: eSIM RM Call Plan - Unlimited I,1. Photo of Residence Card ( Front&Back),ID number and face picture must cleary shown,,,,customer,True,False,False,
P480,PLAN FILE: eSIM RM Call Plan - Unlimited I,1. Photo of Residence Card ( Front&Back),"How to take ID : Put on table, make sure light reflection not covered on id, take picture from above",,,,customer,True,False,False,
P481,PLAN FILE: eSIM RM Call Plan - Unlimited I,Shipping and Payment Method,⚠️Selling to Japanese national customer is prohibited by provider's regulation . failure in following regulation can result in huge penalties,,,,customer,True,False,False,
P482,PLAN FILE: eSIM RM Call Plan - Unlimited I,Shipping and Payment Method,"1. Delivery within 2-3 days with Yamato; except for areas such as: Hiroshima, Hokkaido, Fukuoka, Fukui, Shizouka (3-4 days delivery)",,,,customer,True,False,False,
P483,PLAN FILE: eSIM RM Call Plan - Unlimited I,Shipping and Payment Method,"2. For 2 orders or more in one box, discount ¥700",,700,,customer,True,True,True,contains COD/discount amount - confirm AI exposure policy
P484,PLAN FILE: eSIM RM Call Plan - Unlimited I,Shipping and Payment Method,3. Cash on Delivery : ¥700,,700,,customer,True,True,True,contains COD/discount amount - confirm AI exposure policy
P485,PLAN FILE: eSIM RM Call Plan - Unlimited I,Shipping and Payment Method,4. Initial payment by Bank transfer discount ¥300 on total price,,300,,customer,True,True,True,contains COD/discount amount - confirm AI exposure policy
P486,PLAN FILE: eSIM RM Call Plan - Unlimited I,Shipping and Payment Method,"5. Monthly Payment: can choose from 3 payment methods (GMO, Stripe and Smartpit)",,,,customer,True,False,False,
P487,PLAN FILE: eSIM RM Call Plan - Unlimited I,Shipping and Payment Method,"6. When there is trouble delivery(later than delivery date), customer can get price as the recieve date",,,,customer,True,False,False,
P488,PLAN FILE: eSIM RM Call Plan - Unlimited I,SIM Usage and Features,Can be used on eSIM phones only,,,,customer,True,False,False,
P489,PLAN FILE: eSIM RM Call Plan - Unlimited I,SIM Usage and Features,Unlimited Internet + EASY CALL (postpaid call charges),,,,customer,True,False,False,
P490,PLAN FILE: eSIM RM Call Plan - Unlimited I,Number starts : 090/080,"¥33 / 30 seconds: Orders contracted from September 1, 2025 onward",,,,customer,True,False,False,
P491,PLAN FILE: eSIM RM Call Plan - Unlimited I,Number starts : 090/080,"Data resets on the 1st of every month, regardless of your payment date.",,,,customer,True,False,False,
P492,PLAN FILE: eSIM RM Call Plan - Unlimited I,Number starts : 090/080,Tethering/Hotspot is available,,,,customer,True,False,False,
